Symbol,Name,Current Price,% Change,Avg Stock Volume,Avg Option Volume,Date,Implied_Move,Actual_Move,Straddle Return,Avg Straddle Return,Max Return,Min Return,InWatchlist,EtfHoldingsList,MarketCap
BDX,Becton Dickinson And Company,243.75,0.0126,1485940,1418,2/1/2024,0.0484,0.0148,-0.3921,0.3393,1.5329,-0.1942,0,SPY - XLV - NOBL,70575915008
BIP,Brookfield Infr Partners,31.15,0.013,731298,209,2/1/2024,0.0595,0.0143,-0.1016,0.1394,0.3622,-0.1092,0,,14267082752
MRK,Merck Common (New),125.45,-0.0092,7828764,23872,2/1/2024,0.0249,0.0464,0.7957,-0.1989,0.14,-0.3434,0,SPY - XLV - DIA,3.18E+11
LAZ,Lazard,38.72,0.0044,928176,758,2/1/2024,0.072,0.0536,-0.3165,0.0717,0.3429,-0.0562,0,,3384704000
CAH,Cardinal Health,104.95,0.0216,2093906,2529,2/1/2024,0.0423,-0.0375,-0.1554,-0.2462,0.6117,-0.6778,0,SPY - XLV - NOBL,25854851072
SBH,Sally Beauty Holdings (Name To Be Changed From Sally Holdings Inc.),13.02,0.0031,1860367,493,2/1/2024,0.1267,0.0666,-0.275,0.0349,0.3437,-0.3318,0,XRT - IWM,1383819008
CSWI,CSW Industrials,229.44,0.0117,75008,10,2/1/2024,0.0397,0.0398,0.3503,0.269,0.7453,-0.0206,0,IWM,3566426880
DGX,Quest Diagnostics,126.74,0.0016,961497,940,2/1/2024,0.0445,-0.0098,-0.2809,0.0207,0.4114,-0.2954,0,SPY - XLV,14250011648
SR,Spire,58.35,-0.0019,478141,28,2/1/2024,0.0394,0.044,0.0714,-0.2009,0.0089,-0.4242,0,IWM,3102868480
RCI,Rogers Communications,45.62,-0.0044,393003,160,2/1/2024,0.0531,0.0116,-0.2852,0.3361,0.6352,0.0081,0,,24113215488
SRDX,Surmodics,32.72,0.026,63545,13,2/1/2024,0.0824,-0.079,0.3277,-0.2477,-0.1169,-0.3343,0,IWM,465728960
ALGM,Allegro Microsystems,31.53,0.0274,1415477,2916,2/1/2024,0.1013,0.1234,0.4513,-0.0001,0.3857,-0.382,0,,6089256448
LEE,Lee Enterprises,10.09,0.0317,19785,,2/1/2024,,-0.1117,,,,,0,,61984072
FXNC,First Ntl,19.3,0,6935,,2/1/2024,,-0.0265,,,,,0,,120836024
PH,Parker Hannifin,521.38,0.0114,617997,749,2/1/2024,0.0537,0.0768,0.416,0.0651,0.6415,-0.1513,0,SPY - XLI,66946756608
ATI,Ati,42.25,0.0368,1335263,380,2/1/2024,0.0837,-0.0568,-0.127,-0.0523,0.0993,-0.1771,0,XME - IWM,5433827328
JHG,Janus Henderson Group PLC,30.31,0.0043,897012,48,2/1/2024,0.0615,0.0442,0.1777,0.0145,0.3196,-0.2692,0,,5022366720
LANC,Lancaster Colony,188.75,0.0031,125473,14,2/1/2024,0.0673,0.1102,0.7978,-0.0483,0.5566,-0.3753,0,IWM,5194399744
SXC,Suncoke Energy,11.21,0.0027,611301,99,2/1/2024,0.0767,0.0449,-0.0189,-0.0037,0.3466,-0.2523,0,XME - IWM,938955904
TSCO,Tractor Supply Company,235.08,0.014,1246167,2219,2/1/2024,0.0512,0.0459,-0.0742,-0.1617,0.2918,-0.5278,0,SPY - XLY - XRT,25834186752
AROW,Arrow Finl,24.3,0.0133,54101,8,2/1/2024,0.0599,-0.0087,0.3872,0.1325,0.2635,-0.0233,0,IWM,414306496
ITW,Illinois Tool Works,255.75,0.0049,1046492,495,2/1/2024,0.0415,-0.0205,-0.2562,0.1349,0.4393,-0.1814,0,SPY - XLI - NOBL,76951568384
RAVE,Rave Restaurant Group,1.9,0.0383,37066,35,2/1/2024,0.0981,0.0263,-0.21,-0.117,0.0044,-0.2493,0,,27714482
FLWS,1-800-Flowers.com - Class A,9.25,-0.0054,379011,226,2/1/2024,0.1339,0.0029,0.7833,0.0299,0.9508,-0.433,0,IWM,600308544
RACE,Ferrari N.V. Common Shares,392.56,0.0192,352662,1223,2/1/2024,0.0369,0.1258,2.217,0.1822,0.6537,-0.4599,0,,70824927232
ONEW,Onewater Marine - Class A,26.56,0.0137,71378,160,2/1/2024,0.1471,0.041,-0.3664,0.481,2.358,-0.5311,0,IWM,386295808
WRK,Westrock Company,42.5,-0.0075,2420927,719,2/1/2024,0.0654,-0.0256,-0.4621,0.0425,0.9102,-0.4194,0,SPY - XLB,10897123328
SIRI,Sirius Xm Holdings,4.9,-0.018,12049794,52999,2/1/2024,0.0672,0.0275,-0.4134,0.0307,0.9087,-0.4775,0,QQQ,18822780928
WEC,Wec Energy Group,77.55,0.0019,2116721,595,2/1/2024,0.0392,0.0126,-0.0282,-0.1264,-0.0496,-0.1961,0,SPY - XLU,24461946880
DLX,Deluxe,20.16,-0.0127,207782,86,2/1/2024,0.0756,0.0793,0.1344,0.0913,0.2168,-0.1332,0,IWM,872261120
MTSI,Macom Technology Solns,83.61,0.0141,389543,110,2/1/2024,0.0865,-0.0254,-0.3341,-0.185,0.2852,-0.3711,0,IWM,6027289600
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (Each Representing 1/2 Of A Share Of Common Stock),14.24,0.0171,1935512,90,2/1/2024,0.04,-0.0151,-0.1414,0.0813,0.4961,-0.1124,0,,44681940992
MIXT,Mix Telematics Limited American Depositary Shares Each Representing 25,9.59,0,93304,85,2/1/2024,0.102,-0.0169,0.6498,0.1528,0.7825,-0.2759,0,,212522272
GOOS,Canada Goose Hldgs,12.21,0,1516464,4294,2/1/2024,0.1327,0.0851,-0.4074,-0.0428,0.883,-0.6316,0,,1232246656
HON,Honeywell Intl,194.84,0.0071,2825459,4866,2/1/2024,0.0328,-0.0245,-0.1747,-0.0377,0.7091,-0.5997,0,QQQ - SPY - XLI - DIA,1.28E+11
BSIG,Brightsphere Investment Group,21.39,-0.0088,262653,53,2/1/2024,0.0686,-0.0054,-0.4107,0.1016,0.4046,-0.0714,0,IWM,887859072
OCSL,Oaktree Specialty Lending - Closed End,19.73,0.0025,667462,240,2/1/2024,0.0344,-0.0784,0.2315,-0.2119,-0.0237,-0.4029,0,,1557986304
PBI,Pitney Bowes,4.06,0.0357,1454499,1275,2/1/2024,0.1315,0.0097,-0.4171,0.0725,0.6889,-0.2899,0,IWM,711782592
EPD,Enterprise Prods Partners,26.23,-0.0008,4686743,7390,2/1/2024,0.0125,0.0015,-0.2026,-0.1542,0.1075,-0.329,0,AMLP,56965050368
FCFS,Firstcash Hldgs,118.37,0.0121,206158,176,2/1/2024,0.0646,0.0428,-0.2332,0.0584,0.4655,-0.4271,0,IWM,5339423744
SILC,Silicom -,15.41,-0.0247,53888,,2/1/2024,,-0.0018,,,,,0,,104114416
ASX,Ase Tech Holding Co,9.62,0.0201,4876531,118,2/1/2024,0.0566,-0.0258,0.0291,-0.058,-0.0099,-0.0933,0,,20717910016
SNDR,Schneider National,24.32,0.0041,640332,151,2/1/2024,0.0487,-0.0281,0.1639,0.3181,0.6102,0.0233,0,,4329259008
RVTY,Revvity,103.76,0.0049,827404,277,2/1/2024,0.0631,0.0194,-0.1534,0.3426,0.977,-0.2917,0,SPY - XLV,12804741120
WNC,Wabash National,25.31,-0.0067,531627,148,2/1/2024,0.12,0.0561,-0.2731,0.1605,0.508,-0.1118,0,IWM,1166469504
HII,Huntington Ingalls Industries,273.9,0.0065,272970,175,2/1/2024,0.047,0.0343,-0.0104,-0.1031,0.2462,-0.2594,0,SPY - XLI,10935659520
BR,Broadridge Financial Soln,198.98,-0.0001,520613,82,2/1/2024,0.0502,-0.0126,-0.3312,0.2768,0.5733,-0.2027,0,SPY - XLI,23404146688
TT,Trane Technologies PLC,275.44,0.0204,1163888,430,2/1/2024,0.0559,0.0742,0.3708,0.3425,1.0134,-0.0267,0,SPY - XHB - XLI,62544764928
BC,Brunswick,86.22,0.0182,716055,304,2/1/2024,0.0666,0.0472,0.0255,-0.0319,0.0699,-0.1347,0,,6021098496
PTON,Peloton Interactive,4.55,0.0044,13122181,32699,2/1/2024,0.1679,-0.2428,0.7001,0.0333,0.4179,-0.4887,0,,1640051712
MO,Altria Group,40.11,0.0005,8768883,35648,2/1/2024,0.0308,0.0399,0.3473,0.731,2.2573,-0.3996,0,SPY - XLP,70940434432
RCL,Royal Caribbean Gr,116.97,-0.0331,2838963,15079,2/1/2024,0.0629,-0.0042,-0.6983,-0.0468,0.2647,-0.5713,0,SPY - XLY,29964603392
ATKR,Atkore,148.31,-0.0023,393880,318,2/1/2024,0.0875,-0.0305,-0.3163,-0.2634,0.4608,-0.728,0,IWM,5509618688
SWK,Stanley Black & Decker,88.94,-0.0037,1366131,1370,2/1/2024,0.0732,-0.0154,-0.3709,-0.0625,0.1073,-0.1773,0,SPY - XLI - NOBL,13635515392
DOV,Dover,160.53,0.0026,808548,270,2/1/2024,0.0452,0.0452,0.1949,-0.0019,0.3077,-0.2113,0,SPY - XLI - NOBL,22453940224
HIHO,Highway Holdings,2.07,0,9488,,2/1/2024,,0.0408,,,,,0,,9142827
IP,International Paper Company,35.26,0.0106,3098313,3211,2/1/2024,0.0369,-0.041,0.183,0.3593,1.5361,-0.7189,0,SPY - XLB,12318633984
SHEL,Shell PLC American Depositary Shares (Each Representing Two (2) Ordinary Shares),63.74,0.0028,5343034,7548,2/1/2024,0.0263,0.0186,-0.2687,0.1547,0.8331,-0.3906,0,,2.07E+11
SNY,Sanofi - American Depositary Shares,46.5,-0.0013,1943181,991,2/1/2024,0.051,-0.0299,-0.2052,0.8039,3.1327,-0.309,0,,1.16E+11
NATH,Nathan's Famous,66.75,0.0126,5600,,2/1/2024,,-0.0049,,,,,0,IWM,272579968
AFL,Aflac,78.23,0.0015,2290683,2401,1/31/2024,0.0262,-0.0965,3.0434,0.8958,1.2941,0.2144,0,SPY - XLF - NOBL,47893078016
MKL,Markel Group,1428.9399,0.0145,59691,34,1/31/2024,0.0391,-0.0683,0.8698,0.2149,1.0329,-0.1277,0,,19071647744
MXL,Maxlinear,19.04,0.0421,770728,317,1/31/2024,0.1354,-0.1105,-0.1145,0.4309,0.615,-0.0272,0,IWM,1552915840
DGII,Digi Intl,29.62,0.012,255609,59,1/31/2024,0.1147,0.1386,0.2637,0.1796,0.7702,-0.1768,0,IWM,1072198400
CVGW,Calavo Growers,27.24,0.0126,144457,158,1/31/2024,0.0886,-0.0609,-0.1692,0.1597,1.0523,-0.4317,0,IWM,483811264
NXT,Nextracker - Class A,58.07,0.0166,3187340,2294,1/31/2024,0.1147,0.2481,1.0473,-0.1434,0.179,-0.4014,0,IWM,7928245248
LSBK,Lake Shore Bancorp,11.62,-0.0153,2526,,1/31/2024,,-0.0009,,,,,0,,66126816
CCS,Century Communities,88.04,0.0067,224862,86,1/31/2024,0.0828,0.0759,0.1647,-0.0907,0.0156,-0.2536,0,XHB - IWM - ITB,2797297664
SRBK,SR Bancorp,9.35,0.0331,43390,,1/31/2024,,0.0095,,,,,0,,88899152
HWKN,Hawkins,63.07,0.027,107912,9,1/31/2024,0.0752,-0.0759,-0.022,0.3643,1.0703,-0.2366,0,IWM,1328608640
MET,Metlife,67.5,0.0112,3684396,5476,1/31/2024,0.0312,-0.0573,0.8412,0.0816,0.8148,-0.6341,0,SPY - XLF,50761519104
CNMD,Conmed,86.92,0.029,447688,211,1/31/2024,0.0777,-0.1238,0.6063,-0.1127,0.4723,-0.3482,0,IWM,2671899136
AVB,Avalonbay Communities,174.63,0.0006,808485,304,1/31/2024,0.0398,-0.0048,-0.1355,-0.0748,0.0755,-0.1831,0,SPY - VNQ - XLRE - IYR,24800184320
CLB,Core Laboratories,14.52,-0.0229,374308,308,1/31/2024,0.1111,-0.0469,-0.1441,-0.1479,-0.1276,-0.1708,0,OIH - IWM,677124800
CHRW,C.H. Robinson Worldwide,74.67,0.0001,1243236,985,1/31/2024,0.063,-0.1259,1.0697,-0.1913,0.2571,-0.4404,0,SPY - XLI - NOBL,8710330368
PTC,PTC,183.1,0.0086,743325,270,1/31/2024,0.0705,-0.0069,-0.4747,-0.237,-0.0863,-0.3565,0,SPY - XLK,21890045952
BRBS,Blue Ridge Bankshares,2.5,0,138090,57,1/31/2024,0.1402,0.096,0.584,0.0833,0.5242,-0.221,0,IWM,47977648
WRNT,Warrantee - American Depositary Shares,0.3949,-0.0598,112149,,1/31/2024,,0.036,,,,,0,,8847317
SEIC,Sei Investments Company,66.65,0.0051,526117,56,1/31/2024,0.0489,0.0487,-0.0149,-0.1076,0.1849,-0.3076,0,,8769207296
VSTO,Vista Outdoor,29.95,-0.0023,715645,1636,1/31/2024,0.0859,0.0869,-0.0196,0.0021,0.5755,-0.256,0,IWM,1739105792
FLEX,Flex Ltd. -,26.65,0.0435,4629024,3789,1/31/2024,0.0889,0.0548,-0.2731,0.0533,0.3543,-0.2557,0,,11550057472
QCOM,Qualcomm,151,0.019,8345897,54817,1/31/2024,0.0563,-0.0498,-0.0436,-0.1082,0.6871,-0.9601,0,QQQ - SPY - XLK - SMH,1.69E+11
CACC,Credit Acceptance,551.87,-0.0073,61575,141,1/31/2024,0.0922,0.0745,-0.0498,0.2148,0.5947,-0.4066,0,,7082362880
GTIM,Good Times Restaurants,2.38,0,18276,31,1/31/2024,0.1246,-0.0121,0.2724,0.0811,0.824,-0.2038,0,,26804632
MTH,Meritage Homes,154.42,-0.0008,350467,125,1/31/2024,0.0728,-0.0728,0.18,0.0809,0.2758,-0.1681,0,IWM - ITB,5677293056
MTG,Mgic Investment,19.07,0.0074,1724602,109,1/31/2024,0.0436,0.0066,-0.2604,0.0548,0.5158,-0.3409,0,KBE,5531915264
QRVO,Qorvo,112.32,-0.0027,1279203,822,1/31/2024,0.0778,0.0603,-0.0831,-0.2238,-0.0634,-0.3308,0,SPY - XLK - SMH,11020640256
TTEK,Tetra Tech,178.08,0.0233,267670,74,1/31/2024,0.0606,0.0385,-0.1337,-0.3175,-0.1233,-0.4553,0,,9521185792
CMPR,Cimpress PLC -,88.04,0.026,107071,56,1/31/2024,0.1059,0.2168,1.0045,0.0813,0.4811,-0.1989,0,IWM,2340350720
OBT,Orange County Bancorp,45.9,0.0285,9278,,1/31/2024,,0.0449,,,,,0,IWM,259119456
ALGN,Align Technology,296.37,0.0046,1118346,8745,1/31/2024,0.1188,0.0227,-0.7425,0.8568,1.6797,0.1203,0,SPY - XLV,22705000448
THG,Hanover Insurance Group,131.89,0.0066,171162,6,1/31/2024,0.0387,-0.0047,-0.1857,0.264,0.388,0.2,0,,4716707328
KLIC,Kulicke & Soffa Indus,50.13,0.0543,480385,223,1/31/2024,0.0748,-0.0962,0.3651,-0.154,0.1282,-0.2968,0,IWM,2843375616
EGHT,8X8,2.85,0.0215,1453095,145,1/31/2024,0.1501,-0.1161,0.0143,1.3266,4.4445,-0.0613,0,IWM,331637952
WOLF,Wolfspeed,29.02,0.0226,4091164,9277,1/31/2024,0.1583,-0.1361,-0.0691,0.0902,0.3359,-0.2732,0,,3634755072
BOOT,Boot Barn Holdings,87.73,0.0354,875671,823,1/31/2024,0.1072,0.1032,-0.0008,0.314,0.5835,-0.2151,0,XRT - IWM,2656799744
CTVA,Corteva Common,53.6,0.0068,3913664,1804,1/31/2024,0.0679,0.1887,1.8173,0.1271,0.7289,-0.3196,0,SPY - XLB,37773475840
MEOH,Methanex,46,0.0007,250144,166,1/31/2024,0.0685,0.0375,-0.0866,0.0917,0.3621,-0.057,0,,3099364352
AXS,Axis Capital Holdings,60.16,0.023,550885,69,1/31/2024,0.0449,-0.0397,0.2168,0.2405,0.3802,-0.1095,0,,5124592640
BDN,Brandywine Realty Trust,4.12,0,2210273,255,1/31/2024,0.0702,-0.0717,0.0118,0.0753,0.1109,0.0539,0,VNQ - IWM,709059840
SHBI,Shore Bancshares,11.26,0.0302,66915,4,1/31/2024,0.0554,-0.0618,0.635,0.1621,0.4335,-0.156,0,IWM,372965216
SIGI,Selective Insurance Group,100.08,0.0298,291750,34,1/31/2024,0.036,-0.0769,0.6337,0.1262,0.3427,-0.2012,0,IWM,6061531648
UGI,Ugi,23.56,0.006,1922470,1093,1/31/2024,0.0808,0.1337,0.63,-0.1065,0.4375,-0.815,0,,4931774976
RYN,Rayonier REIT,32.95,0.0024,557454,59,1/31/2024,0.0543,0.0683,0.4789,0.177,0.9577,-0.1879,0,VNQ - IYR,4854161408
DLHC,DLH Hldgs,17.05,0.0333,27451,37,1/31/2024,0.0834,0.0057,-0.1149,-0.0087,0.1614,-0.1896,0,,242633600
EZPW,Ezcorp - Class A Non-Voting,10.19,0.019,393235,166,1/31/2024,0.0431,0.1151,-0.0532,0.0387,0.1542,-0.0792,0,,557566848
BV,Brightview Hldgs,8.4,0.0012,314108,39,1/31/2024,0.0726,-0.0101,1.1807,0.4549,1.643,-0.188,0,IWM,793081280
SNCY,Sun Country Airlines Holdings,15.17,0.0278,460507,62,1/31/2024,0.1062,0.0771,-0.074,0.3779,1.4504,-0.2112,0,IWM,816469888
JBSS,John B Sanfilippo & Son,98.88,-0.0038,44509,9,1/31/2024,0.067,-0.0201,-0.2061,0.3477,0.8034,-0.2934,0,IWM,1144087040
AVD,American Vanguard Common ($0.10 Par Value),10.52,0.0224,376311,71,1/31/2024,0.0706,0.0073,-0.1471,0.4363,0.9239,-0.1778,0,IWM,302454656
UFI,Unifi New,5.99,0.017,80464,51,1/31/2024,0.0953,-0.0427,0.9288,0.2217,0.5592,-0.2641,0,,108518432
CBFV,CB Financial Services,22.53,0,4884,,1/31/2024,,0.0238,,,,,0,,115256232
LARK,Landmark Bancorp,20.04,0.0086,3272,,1/31/2024,,0.0075,,,,,0,,109855376
BHE,Benchmark Electronics,30.13,0.021,165664,16,1/31/2024,0.0755,0.0914,0.4779,0.2391,0.7604,-0.0735,0,IWM,1074756096
NEU,Newmarket,592.02,0.0065,42070,30,1/31/2024,0.0456,0.0642,0.5563,0.6526,1.145,-0.2194,0,,5677021696
ARAY,Accuray,2.64,0.0602,385316,171,1/31/2024,0.0807,-0.0116,1.1303,0.4133,0.7214,0.0608,0,IWM,256270560
LSTR,Landstar System,192.93,0.0145,236521,99,1/31/2024,0.0498,-0.0037,-0.2496,-0.0397,0.0917,-0.1802,0,,6935152640
SAN,Banco Santander S.A. Sponsored ADR (Spain),3.96,0.0076,3034749,817,1/31/2024,0.0482,0.0101,-0.235,0.126,0.3,-0.1115,0,,62669295616
GSK,GSK PLC American Depositary Shares (Each Representing Two Ordinary Shares),41.91,0.0022,3261091,3527,1/31/2024,0.0297,0.009,-0.4487,-0.2988,0.0437,-0.6002,0,,85039456256
LCNB,LCNB,14.14,0.0093,23666,10,1/31/2024,0.0784,-0.0562,-0.0465,-0.0091,0.1505,-0.167,0,IWM,230510000
NVS,Novartis Ag,101.03,-0.0033,1511294,1587,1/31/2024,0.0387,-0.0397,0.2001,0.0368,0.3323,-0.206,0,,2.08E+11
HES,Hess,142.07,-0.0287,3408421,6055,1/31/2024,0.0348,-0.0208,-0.2104,-0.2867,-0.1644,-0.4621,0,SPY - XLE - XOP,43638050816
MHO,M/I Homes,122.35,-0.0001,287435,192,1/31/2024,0.0677,-0.0569,0.0419,0.0477,0.102,-0.098,0,XHB - IWM - ITB,3407266304
HESM,Hess Midstream LP Class A Share,32.27,-0.0077,888391,864,1/31/2024,0.0463,-0.0097,0.0063,-0.1889,0.0538,-0.5921,0,AMLP,2205928704
CPF,Central Pacific Financial New,19.35,0.0157,160216,37,1/31/2024,0.0652,-0.0277,0.2859,-0.002,0.2378,-0.3371,0,KRE - IWM,523248960
EXTR,Extreme Networks,12.58,0.017,2284858,979,1/31/2024,0.1135,-0.1881,1.3465,-0.0132,0.3203,-0.3476,0,IWM,1629486208
LII,Lennox Intl,457.13,0.0196,299992,241,1/31/2024,0.0474,-0.0438,0.054,0.4079,0.7452,0.09,0,XHB - ITB,16244996096
SLGN,Silgan Hldgs,44.84,0.0095,511737,15,1/31/2024,0.0641,0.0527,-0.2109,0.4855,1.3662,-0.0214,0,,4775388160
EVR,Evercore Class A,178.49,0.0148,257305,66,1/31/2024,0.0559,-0.0256,-0.1093,0.079,0.4914,-0.1504,0,,6890101248
RGS,Regis,11.86,-0.0397,161891,41,1/31/2024,0.3293,-0.1659,2.9707,-0.1055,0.3699,-0.4177,0,,27028488
TMO,Thermo Fisher Scientific,550.75,-0.0003,1810076,6019,1/31/2024,0.0368,-0.0496,0.3741,-0.0956,0.475,-0.5779,0,SPY - XLV,2.12E+11
ODFL,Old Dominion Freight Line,435.33,0.0004,663334,755,1/31/2024,0.0665,-0.0123,-0.2044,0.2479,0.5544,-0.0814,0,QQQ - SPY - XLI,47500464128
NVO,Novo Nordisk A/S,121.2,0.0237,4547162,20011,1/31/2024,0.0573,0.0525,-0.0698,-0.2412,0.0202,-0.4021,0,,5.40E+11
ADP,Automatic Data Processing,249.99,-0.0043,1660499,2717,1/31/2024,0.0422,0.0301,-0.1719,0.3934,1.4757,-0.5295,0,QQQ - SPY - XLI - NOBL,1.03E+11
NDAQ,Nasdaq,57.25,0.0086,2350229,1390,1/31/2024,0.0456,-0.0116,-0.2515,-0.0124,0.3126,-0.3853,0,SPY - XLF,33031217152
ZGN,Ermenegildo Zegna N.V.,12.51,-0.0024,409098,45,1/31/2024,0.0651,0.0609,-0.095,0.0945,0.2652,-0.1722,0,,3125364480
EAT,Brinker International,44.3,-0.0164,1165465,617,1/31/2024,0.0865,0.0516,-0.0503,-0.2871,-0.2073,-0.3847,0,IWM,1977041664
OTIS,Otis Worldwide Common,91.08,0.0023,1965027,619,1/31/2024,0.0405,-0.0173,-0.256,-0.0493,0.0969,-0.1806,0,SPY - XLI,37275295744
MKTX,Marketaxess Holdings,223.32,-0.0039,398249,155,1/31/2024,0.0752,-0.178,1.445,0.1336,0.6274,-0.3803,0,SPY - XLF,8465044992
RDCM,Radcom Ltd. -,10.54,0.0384,21507,,1/31/2024,,0.1021,,,,,0,,152680224
RDY,DR Reddy's Laboratories,74.13,0.0117,239510,36,1/31/2024,0.0425,0.0369,-0.2216,-0.0393,0.0822,-0.1297,0,,12342503424
PSX,Phillips 66,145.66,-0.0079,3016984,5553,1/31/2024,0.0329,0.0133,-0.3008,-0.0571,0.6164,-0.6861,0,SPY - XLE - XOP,64090402816
CCG,Cheche Group - Class A,3.5,0,40931,,1/31/2024,,-0.0424,,,,,0,,264042496
AVT,Avnet,44.92,0.0045,532203,151,1/31/2024,0.0593,-0.0537,0.0354,0.173,0.9367,-0.402,0,,4109783808
NAVI,Navient,16.19,0.005,846786,464,1/31/2024,0.0807,-0.0407,-0.2533,-0.0741,0.0877,-0.2897,0,IWM,1903476224
BFIN,Bankfinancial,10.32,-0.0096,10379,6,1/31/2024,0.0681,-0.0252,0.0431,-0.1296,0.3677,-0.6529,0,,128751080
BSX,Boston Scientific,65.5,0.0074,6913167,8195,1/31/2024,0.0349,0.03,-0.0031,-0.3079,-0.1265,-0.6302,0,SPY - XLV,95906603008
CMCO,Columbus Mckinnon,42.06,0.012,113760,6,1/31/2024,0.0512,0.0122,-0.0327,0.641,1.5875,-0.051,0,IWM,1208151680
FTV,Fortive Common,82.7,0.0056,1954956,242,1/31/2024,0.0515,0.0466,0.0237,0.0784,0.4665,-0.1221,0,SPY - XLI,29089079296
GIB,Cgi,114.37,-0.0007,134041,54,1/31/2024,0.0351,0.0055,0.021,0.1044,0.3713,-0.3571,0,,26601365504
APTV,Aptiv PLC,82.02,0.009,2588823,1896,1/31/2024,0.0759,-0.0622,0.044,0.1008,0.3422,-0.1953,0,SPY - XLY,22886531072
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,12.01,-0.0066,9293524,18756,1/31/2024,0.083,0.0315,-0.3588,0.2182,0.5141,-0.62,0,,13456076800
MA,Mastercard,457.88,-0.0008,2481714,13382,1/31/2024,0.0295,0.0091,-0.4491,0.0017,0.8644,-0.3197,0,SPY - XLF,4.29E+11
COR,Cencora,230.69,0.0016,1362011,1742,1/31/2024,0.0397,0.0551,0.5676,-0.1148,-0.1148,-0.1148,0,SPY - XLV,46007152640
AVY,Avery Dennison,204.77,0.0089,427641,318,1/31/2024,0.0511,-0.0089,-0.3181,-0.2073,-0.1144,-0.3117,0,SPY - XLB,16732635136
NYCB,New York Community Bancorp,4.9,0.1695,16257677,23602,1/31/2024,0.0746,-0.3767,4.7884,0.2136,1.055,-0.2008,0,KBE - KRE,3538536448
SUGP,Su Group Holdings Limited -,2.65,0.0311,326918,,1/31/2024,,-0.016,,,,,0,,35112500
TRIB,Trinity Biotech PLC - American Depositary Shares Each Representing 4 A,0.5377,0.0502,329024,25,1/31/2024,0.1768,0.3566,,-0.1597,-0.1597,-0.1597,0,,20490440
ROK,Rockwell Automation,283.5,0.0172,889547,704,1/31/2024,0.067,-0.1756,1.6536,-0.0676,0.3415,-0.3389,0,SPY - XLI,32509652992
GPI,Group 1 Automotive,275.92,0.0254,124889,176,1/31/2024,0.075,-0.0787,0.1884,-0.0149,0.1624,-0.1574,0,XRT - IWM,3813970688
BA,Boeing Company,209.2,-0.0001,7758564,147803,1/31/2024,0.0465,0.0529,0.2024,-0.0894,0.9954,-0.5167,0,SPY - XLI - DIA,1.28E+11
UMC,United Microelectronics (New),8.11,0.0075,6577629,2371,1/31/2024,0.0819,-0.0153,-0.2508,0.0768,0.6096,-0.3126,0,,20280496128
ROP,Roper Techs,550.26,0.009,542723,233,1/31/2024,0.04,-0.0438,0.2843,-0.0058,0.2013,-0.2324,0,QQQ - SPY - XLK - NOBL,58461437952
HTLD,Heartland Express,13.22,0.0232,285507,35,1/31/2024,0.0606,-0.0219,0.3622,0.2401,0.4987,-0.0323,0,IWM,1044742976
BXP,Boston Props,64.18,-0.0137,1577602,1840,1/30/2024,0.0695,-0.05,0.0822,-0.0198,0.0826,-0.1605,0,SPY - VNQ - XLRE - IYR,10059233280
JNPR,Juniper Networks,37.03,0.0022,4452897,2344,1/30/2024,0.017,-0.0059,-0.4084,0.0572,0.4955,-0.3678,0,SPY - XLK,11920230400
EA,Electronic Arts,140.61,0.0127,1742636,3285,1/30/2024,0.0517,0.0002,-0.7291,0.2414,1.2444,-0.7201,0,QQQ - SPY - XLC,37592154112
MDLZ,Mondelez International - Class A,73.17,-0.0213,6448499,5515,1/30/2024,0.0313,-0.014,-0.5104,0.0629,0.6477,-0.5123,0,QQQ - SPY - XLP,99541786624
FRAF,Franklin Financial Servs,28.52,0,8864,,1/30/2024,,-0.017,,,,,0,,124404240
GOOGL,Alphabet - Class A,149,0.0212,28092748,293229,1/30/2024,0.0604,-0.075,0.2863,-0.0948,0.8245,-0.6392,0,QQQ - SPY - XLC,1.86E+12
TFSL,TFS Financial,13.27,0.0138,323312,83,1/30/2024,0.0479,-0.0438,-0.2956,-0.0211,0.1183,-0.1847,0,KRE,3719152640
MSFT,Microsoft,420.55,0.0156,24979941,416805,1/30/2024,0.0466,-0.0269,-0.3261,-0.1153,0.6415,-0.5898,0,QQQ - SPY - XLK - DIA,3.13E+12
GOOG,Alphabet - Class C Capital Stock,150.22,0.0204,21156279,167074,1/30/2024,0.061,-0.0735,0.2533,-0.0793,0.8332,-0.5796,0,QQQ - SPY - XLC,1.87E+12
NBN,Northeast Bank,54.11,0.02,18455,,1/30/2024,,-0.0624,,,,,0,IWM,421907456
LFUS,Littelfuse,245.29,0.014,106613,13,1/30/2024,0.0588,0.0005,-0.4266,0.2962,1.1314,-0.1961,0,,6076774912
ATGE,Adtalem Glb Education,50.42,0.0254,502948,711,1/30/2024,0.1439,0.0587,-0.3484,0.0766,0.4802,-0.5275,0,IWM,1981505920
TER,Teradyne,102.31,0.039,1631248,929,1/30/2024,0.0818,-0.0765,0.0682,-0.2309,-0.1471,-0.3048,0,SPY - XLK - SMH,15757140992
